ID,marka,naw3,9at3a,khochn,toul,3ordh,R,G,B,soum
44485,Armani,posé,kabbout,1.023333333,80,59,154,27,31,591.4
44486,HA,sport,kabbout,1.035,89.6,54.8,157,28,33,870.1
44487,Bey&Bey,posé,kabbout,1.05,56.8,59,133,24,28,251.7
44488,Zen,formel,maryoul,1.055,32.8,60,111,20,23,68
44489,HA,sport,jacket,1,33.6,57,114,21,23,117.9
44490,HA,mta3 a3res,socks,1.018333333,32.8,58,114,20,23,162.1
44491,Armani,sport,t-shirt,1.036666667,88,59,156,28,32,595.8
44492,Zen,formel,jacket,1.048333333,56,58,134,24,28,251.3
44493,Armani,mta3 kolyoum,maryoul,0.995,56.8,59,137,25,27,291.3
44494,Bey&Bey,mta3 a3res,serwel,1.056666667,74.4,54,146,27,31,389.6
44495,HA,mta3 a3res,sabbat,1.02,129.6,57,178,32,37,1828.1
44496,Zen,confy,serwel,1.03,80.8,56,152,28,31,435.5
44497,HA,mta3 kolyoum,serwel,1.04,56.8,55,135,24,28,248
44498,HA,sport,maryoul,1.036666667,32.8,56,112,20,23,67.1
44499,Bey&Bey,sport,sabbat,1.066666667,72,59,143,26,31,380.1
44500,Zen,sport,jacket,1.028333333,32,58,111,20,23,112.3
44501,Armani,sport,sabbat,1.031666667,32.8,59,112,20,23,82.7
44502,Armani,formel,serwel,1.018333333,60,57,139,25,28,207
44503,Bey&Bey,mta3 kolyoum,sabbat,1.035,80,64,151,27,31,517.4
44504,Bey&Bey,confy,serwel,1,85.6,62,155,28,31,445.3
44505,Zen,confy,maryoul,1.056666667,24.8,55,102,18,21,69.8
44506,HA,confy,t-shirt,1.038333333,28,57,107,19,22,74.7
44507,Armani,posé,jacket,1.03,32,58,111,20,23,101.7
44508,HA,confy,jacket,1.001666667,96,61,162,29,33,1518.5
44509,Armani,classy,sabbat,1.035,100.8,58,163,30,34,501.5
44510,Armani,posé,t-shirt,1.041666667,128,58,177,31,37,1208.4
44511,HA,mta3 kolyoum,sabbat,1.041666667,24.8,57,103,18,21,94.2
44512,Zen,mta3 a3res,t-shirt,0.985,104.8,60,169,31,33,979.7
44513,Zen,sport,sabbat,1.048333333,34.4,56,113,20,24,86.3
44514,Armani,mta3 a3res,serwel,1.031666667,77.6,58,150,27,31,399.3
44515,Zen,mta3 kolyoum,kabbout,1.021666667,18.4,59,92,17,19,53
44516,Zen,confy,sabbat,1.006666667,20.8,58,98,18,20,45.2
44517,Armani,sport,maryoul,1.033333333,32,59,111,20,23,70.2
44518,Zen,classy,sabbat,1.035,56.8,58,135,24,28,167.5
44519,HA,mta3 kolyoum,kabbout,1.016666667,28.8,56,108,19,22,112.6
44520,Armani,posé,sabbat,1.028333333,25.6,59,103,19,21,50.5
44521,Armani,sport,sabbat,1.021666667,61.6,57,140,25,29,280.3
44522,Zen,mta3 kolyoum,t-shirt,0.995,88,58,158,29,32,990.1
44523,HA,mta3 a3res,jacket,1.035,34.4,55,115,20,24,142.2
44524,Zen,mta3 kolyoum,sabbat,1.056666667,36.8,59,115,20,24,103
44525,Armani,posé,maryoul,0.986666667,80.8,58,156,28,31,341.7
44526,HA,confy,maryoul,1.005,56.8,57,136,25,27,259
44527,HA,posé,sabbat,1.025,124.8,56,177,32,36,1153.1
44528,Zen,formel,sabbat,1.055,72,58,144,26,30,351.9
44529,HA,sport,kabbout,1.018333333,32.8,55,114,20,23,107.6
44530,HA,confy,kabbout,1.026666667,58.4,55,137,25,28,353.5
44531,HA,sport,sabbat,1.038333333,85.6,57,156,28,32,655.8
44532,HA,mta3 a3res,jacket,1.016666667,24.8,57,103,19,21,88.4
44533,Armani,classy,t-shirt,1.036666667,100,58,163,29,34,563.7
44534,Armani,sport,sabbat,1.015,80.8,55,154,28,31,528.8
44535,HA,sport,sabbat,1.03,24.8,57,103,18,21,69.8
44536,HA,formel,kabbout,1.026666667,57.6,57,136,24,28,260.2
44537,HA,confy,jacket,1.02,25.6,55,104,19,21,89.2
44538,HA,confy,maryoul,1.031666667,25.6,56,105,19,21,72
44539,HA,mta3 a3res,serwel,1.008333333,80.8,57,154,28,31,441.6
44540,Bey&Bey,confy,sabbat,1.003333333,43.2,61,125,23,25,177.1
44541,Armani,confy,sabbat,0.988333333,85.6,56,159,28,31,767
44542,HA,mta3 kolyoum,kabbout,1.02,32,56,113,20,23,169.3
44543,Armani,sport,maryoul,1.011666667,163.2,62,197,35,39,1521.7
44544,HA,confy,jacket,1.025,86.4,58,155,28,32,1399.4
44545,Kontakt,mta3 kolyoum,jacket,1.098333333,40,64,116,21,26,179.2
44546,HA,posé,serwel,1.011666667,39.2,56,121,22,25,119
44547,HA,confy,t-shirt,1.02,27.2,57,105,19,21,80.5
44548,Armani,mta3 a3res,serwel,1.023333333,72.8,60,147,26,30,361.8
44549,HA,mta3 a3res,t-shirt,1.016666667,56,55,136,24,28,287.4
44550,Bey&Bey,confy,maryoul,0.996666667,56,64,136,24,27,207.9
44551,Armani,posé,maryoul,1.011666667,85.6,60,157,28,32,476.4
44552,Bey&Bey,confy,maryoul,1.098333333,56.8,57,130,24,29,263.1
44553,Zen,posé,t-shirt,1.03,96,56,161,29,33,671.3
44554,Armani,posé,t-shirt,0.998333333,24.8,59,104,18,21,69.8
44555,HA,formel,socks,1.015,24.8,57,103,19,21,63.5
44556,Armani,posé,t-shirt,1.031666667,56,56,135,24,28,236.7
44557,HA,sport,sabbat,1.026666667,76,56,150,27,31,454.9
44558,HA,confy,t-shirt,1.035,30.4,56,109,20,23,100
44559,Armani,sport,sabbat,1.031666667,84,59,155,28,32,582.1
44560,Zen,confy,sabbat,1.028333333,19.2,57,94,17,19,46.1
44561,Armani,mta3 a3res,t-shirt,1.043333333,32,58,112,20,23,105
44562,HA,sport,jacket,1.038333333,44.8,55,124,22,26,205.5
44563,HA,mta3 kolyoum,sabbat,0.975,44,58,128,23,25,207.9
44564,Zen,posé,maryoul,0.975,56,65,137,25,27,247.5
44565,HA,mta3 a3res,serwel,1.026666667,81.6,56,153,28,31,496.8
44566,HA,posé,jacket,1.041666667,26.4,56,104,19,22,70.2
44567,Kontakt,sport,serwel,1.108333333,160,56,184,33,41,1420.8
44568,Armani,mta3 a3res,socks,1.025,24.8,58,103,18,21,104.6
44569,Armani,mta3 a3res,sabbat,1.02,24.8,58,103,18,21,62.5
44570,Armani,sport,maryoul,1.036666667,56,58,135,24,28,210.6
44571,Zen,mta3 a3res,maryoul,1.056666667,72,57,143,26,30,369.9
44572,HA,posé,serwel,1.013333333,161.6,56,194,35,39,1171.5
44573,Armani,mta3 a3res,sabbat,1.041666667,24,58,102,18,21,77.6
44574,Zen,sport,serwel,1.01,57.6,57,137,25,28,211.4
44575,Armani,sport,serwel,1.023333333,88,59,159,28,32,465
44576,Zen,sport,sabbat,0.988333333,26.4,61,106,19,21,57.9
44577,HA,sport,sabbat,1.028333333,33.6,57,113,20,23,84.7
44578,Bey&Bey,mta3 kolyoum,sabbat,1.06,80,56,151,27,32,564.5
44579,Armani,confy,maryoul,1.013333333,80,60,153,27,31,547
44580,Bey&Bey,sport,sabbat,1.071666667,56,56,130,24,28,248.8
44581,Bey&Bey,mta3 a3res,serwel,1.061666667,88,58,153,27,33,391.8
44582,Zen,sport,serwel,1.03,24.8,59,102,18,21,40.8
44583,HA,mta3 kolyoum,maryoul,1.03,24,56,102,18,21,50.8
44584,HA,mta3 kolyoum,t-shirt,1.035,33.6,56,113,20,23,117.9
44585,Bey&Bey,mta3 kolyoum,maryoul,1.055,24.8,59,100,18,21,50.2
44586,Bey&Bey,confy,jacket,0.985,45.6,65,126,23,25,299
44587,Armani,mta3 a3res,sabbat,0.99,24.8,58,105,18,21,74.9
44588,Armani,confy,sabbat,1.015,57.6,60,137,24,28,282.2
44589,Bey&Bey,mta3 a3res,maryoul,1.06,32,59,110,20,23,67.8
44590,Zen,mta3 kolyoum,kabbout,1.001666667,19.2,57,95,17,19,49.9
44591,Zen,confy,kabbout,1.053333333,22.4,56,99,18,21,66.9
44592,HA,posé,socks,1.015,25.6,56,104,19,21,108
44593,HA,mta3 a3res,sabbat,1.033333333,124.8,55,175,32,36,1710.8
44594,HA,mta3 kolyoum,sabbat,1.03,59.2,56,137,25,28,385.8
44595,HA,mta3 kolyoum,sabbat,1.038333333,24,56,101,18,21,71
44596,Zen,formel,maryoul,1.051666667,122.4,57,174,31,36,824.2
44597,Armani,sport,maryoul,1.018333333,43.2,57,125,22,25,124.1
44598,HA,posé,sabbat,1.03,46.4,55,127,23,26,187.6
44599,Armani,mta3 kolyoum,maryoul,1.01,59.2,60,139,25,28,265.5
44600,Armani,formel,t-shirt,1.011666667,72,58,149,26,30,314.5
44601,HA,posé,kabbout,1.026666667,24,55,103,18,21,77.6
44602,Armani,sport,sabbat,1.045,43.2,58,123,22,26,142.2
44603,HA,mta3 kolyoum,maryoul,1.046666667,26.4,56,105,19,22,78
44604,HA,confy,jacket,1.031666667,32.8,55,113,20,23,136.7
44605,HA,mta3 a3res,socks,1.013333333,64,56,142,26,29,667.4
44606,Bey&Bey,mta3 a3res,maryoul,0.988333333,72,56,148,27,29,401.6
44607,Armani,mta3 kolyoum,sabbat,0.988333333,27.2,59,108,19,21,88.1
44608,Armani,mta3 kolyoum,serwel,0.996666667,56,59,136,24,27,180.6
44609,HA,posé,maryoul,1.043333333,80,57,151,27,32,446.9
44610,Armani,sport,serwel,1.005,160,57,195,34,39,1238.8
44611,HA,classy,maryoul,1.025,104,55,166,30,34,572.8
44612,HA,mta3 kolyoum,maryoul,1.041666667,61.6,56,139,25,29,334.5
44613,Armani,sport,jacket,1.006666667,26.4,59,106,19,21,111.4
44614,HA,mta3 a3res,maryoul,0.993333333,58.4,57,139,25,28,252.7
44615,HA,mta3 a3res,t-shirt,1.035,32.8,56,112,20,23,100.7
44616,Armani,mta3 a3res,t-shirt,1.03,33.6,59,114,20,23,110.3
44617,Zen,confy,maryoul,1.035,43.2,59,122,22,25,137.9
44618,HA,sport,t-shirt,1.031666667,99.2,54,163,29,34,858.4
44619,Zen,sport,serwel,1,26.4,56,107,19,21,46
44620,HA,mta3 kolyoum,t-shirt,1.031666667,48.8,56,128,23,27,265.8
44621,Armani,sport,serwel,1.02,160.8,57.2,191,35,39,1870.5
44622,Bey&Bey,mta3 a3res,t-shirt,1.011666667,57.6,60,136,24,27,279.5
44623,Zen,sport,kabbout,1.038333333,22.4,56,98,18,20,52.2
44624,Armani,posé,sabbat,1.018333333,27.2,58,106,19,21,53.7
44625,Armani,sport,maryoul,0.993333333,120.8,60,177,32,35,1112.9
44626,Armani,posé,sabbat,0.988333333,96.8,60,164,30,33,684.9
44627,HA,formel,jacket,1.028333333,32.8,57,112,20,23,87.5
44628,Armani,sport,maryoul,0.98,24,60,104,18,20,57.4
44629,HA,mta3 kolyoum,sabbat,1.038333333,41.6,56,122,22,25,191.9
44630,HA,posé,maryoul,1.021666667,24,58,102,18,21,45
44631,Armani,classy,sabbat,1.013333333,160,62,192,35,39,1316.2
44632,Armani,confy,serwel,1.023333333,32,57,112,20,23,85.5
44633,Zen,confy,t-shirt,1.026666667,56.8,59,134,24,28,346.4
44634,Armani,classy,t-shirt,1.033333333,140.8,58,183,33,38,1117.7
44635,Zen,mta3 kolyoum,t-shirt,1.038333333,32.8,59,112,20,23,101.8
44636,Zen,confy,kabbout,0.995,19.2,60,96,17,19,48.5
44637,Zen,mta3 kolyoum,maryoul,1.046666667,80.8,60,151,27,32,583.2
44638,HA,confy,t-shirt,1.04,27.2,55,106,19,22,103.3
44639,Kontakt,posé,serwel,1.086666667,160,55,187,33,41,1160
44640,Zen,posé,kabbout,0.995,107.2,60,170,31,34,973.5
44641,HA,formel,serwel,1.018333333,65.6,57,143,26,29,207.5
44642,HA,mta3 a3res,jacket,1.02,44,54,125,23,26,300.5
44643,HA,confy,t-shirt,1.04,27.2,54,106,19,22,106
44644,Armani,posé,t-shirt,1.008333333,28.8,59,109,19,22,81
44645,Armani,posé,maryoul,1.008333333,87.2,60,159,28,32,514.9
44646,Zen,posé,maryoul,1.036666667,80,59,150,27,31,483
44647,HA,mta3 kolyoum,sabbat,1.038333333,40.8,57,120,22,25,178.7
44648,HA,posé,t-shirt,1.036666667,26.4,53.3,105,19,22,59.2
44649,HA,mta3 kolyoum,serwel,1.016666667,34.4,57,115,20,23,91.9
44650,Zen,mta3 a3res,sabbat,0.981666667,58.4,60,140,25,27,250.3
44651,HA,mta3 kolyoum,serwel,1.03,25.6,55,104,18,21,61.2
44652,HA,sport,sabbat,1.025,93.6,57,162,29,33,613.9
44653,Armani,mta3 a3res,serwel,1.028333333,80.8,58,153,27,31,384.6
44654,HA,sport,sabbat,1.036666667,84.8,56,154,28,32,666
44655,Armani,sport,serwel,0.981666667,96.8,61,165,29,32,497.6
44656,Armani,confy,kabbout,1.021666667,24.8,60,102,18,21,81.6
44657,Zen,mta3 a3res,serwel,1.023333333,40,61,120,22,25,106.8
44658,Bey&Bey,sport,jacket,1.06,32.8,56,112,20,24,84.4
44659,Bey&Bey,mta3 a3res,serwel,0.948333333,72.8,62,154,27,29,246.1
44660,Bey&Bey,mta3 a3res,socks,0.946666667,23.2,65,103,19,19,63.3
44661,Armani,formel,sabbat,1.038333333,120,58,173,31,36,882
44662,HA,mta3 a3res,kabbout,1.023333333,42.4,56,123,22,25,227.5
44663,Bey&Bey,formel,kabbout,0.995,32,62,112,20,22,75
44664,HA,sport,sabbat,1.018333333,24.8,57,103,19,21,56.2
44665,Armani,sport,serwel,1.008333333,76,62,152,27,31,367.1
44666,Armani,posé,sabbat,1.015,24,61,102,18,20,60.8
44667,HA,confy,sabbat,1.016666667,41.6,57,123,22,25,176.7
44668,Armani,sport,serwel,1.046666667,100,57,162,29,34,499.1
44669,Armani,sport,serwel,1.041666667,84,60,154,27,32,431.8
44670,Armani,sport,t-shirt,1.028333333,24,60,101,18,21,77.6
44671,Zen,confy,serwel,0.998333333,61.6,61,141,26,28,275.3
44672,Zen,mta3 a3res,maryoul,1.058333333,72.8,58,146,26,31,319.5
44673,Armani,mta3 kolyoum,maryoul,1.036666667,80,58,149,26,31,509.6
44674,Zen,mta3 kolyoum,sabbat,1.003333333,19.2,59,95,17,19,41.9
44675,HA,mta3 a3res,socks,1.038333333,27.2,54,106,19,22,98.5
44676,HA,confy,socks,1.011666667,24.8,56,103,19,21,105.1
44677,HA,sport,jacket,1.023333333,121.6,57,175,31,36,1649.2
44678,HA,sport,socks,1.026666667,27.2,54,106,19,22,97.4
44679,HA,confy,maryoul,1.018333333,72,56,147,26,30,485.4
44680,Armani,formel,maryoul,0.993333333,98.4,60,165,30,33,564.8
44681,HA,formel,sabbat,1.033333333,20,57,95,17,20,45
44682,Armani,sport,socks,1.03,81.6,59,152,27,31,848.9
44683,Armani,sport,kabbout,1.003333333,45.6,60,129,23,26,205.9
44684,Zen,sport,sabbat,1.035,56.8,62,134,24,28,259.9
44685,HA,mta3 a3res,kabbout,1.031666667,25.6,57,103,19,21,78.6
44686,Armani,formel,sabbat,1.026666667,96.8,61,162,29,33,466.9
44687,Zen,sport,t-shirt,1.041666667,24,59,102,18,21,62.9
44688,HA,mta3 a3res,sabbat,1.036666667,44.8,55,124,22,26,173.9
44689,HA,posé,sabbat,1.045,126.4,56,176,31,37,1136.5
44690,HA,posé,jacket,1.023333333,33.6,55,114,20,23,105.2
44691,Armani,sport,sabbat,1.043333333,100,58,163,29,34,882
44692,Bey&Bey,mta3 a3res,jacket,1.061666667,24,59,100,18,21,96.5
44693,Armani,sport,sabbat,1.021666667,34.4,58,114,21,23,86.7
44694,Zen,formel,serwel,1.04,112,59,169,31,35,667.7
44695,Armani,formel,serwel,1.006666667,40.8,59,123,22,25,95.6
44696,HA,confy,kabbout,1.038333333,25.6,56,103,19,21,84.2
44697,HA,sport,t-shirt,1.045,57.6,55,135,24,28,272.4
44698,Zen,mta3 a3res,serwel,1.045,167.2,61,191,35,40,1682.4
44699,Zen,mta3 a3res,maryoul,0.993333333,20.8,55,99,18,20,59
44700,HA,mta3 a3res,sabbat,1.038333333,24.8,55,103,18,21,62.5
44701,Zen,mta3 a3res,sabbat,1.046666667,80,57,149,27,31,695.7
44702,Armani,sport,t-shirt,1.046666667,25.6,59,103,18,21,82.8
44703,HA,sport,jacket,1.023333333,24.8,57,103,19,21,77.2
44704,Bey&Bey,formel,kabbout,1.08,72,55,143,26,31,371.8
44705,Zen,mta3 kolyoum,serwel,1.046666667,25.6,57,103,18,21,47.7
44706,HA,confy,jacket,1.033333333,33.6,56,113,20,23,140
44707,Bey&Bey,formel,maryoul,0.961666667,88,60,161,29,31,431.2
44708,Zen,posé,t-shirt,1.043333333,28,58,106,19,22,61.4
44709,Bey&Bey,sport,serwel,1.071666667,160,56,188,34,40,1265.4
44710,HA,posé,maryoul,1.05,98.4,55,160,29,34,576.8
44711,HA,mta3 a3res,maryoul,0.99,27.2,57,107,19,21,49.1
44712,Zen,posé,maryoul,1.043333333,112.8,59,168,30,35,828.3
44713,Zen,confy,maryoul,0.978333333,56,60,138,25,27,223.9
44714,Armani,posé,serwel,1.028333333,161.6,61,193,34,40,1268
44715,HA,sport,t-shirt,1.018333333,99.2,57,165,29,34,844.9
44716,Zen,sport,sabbat,1.025,80,58,151,27,31,586
44717,HA,sport,maryoul,1.031666667,163.2,58,192,35,40,1815.3
44718,HA,classy,maryoul,1.033333333,100.8,56,163,30,34,530.1
44719,HA,sport,sabbat,1.025,29.6,56,110,19,22,83.3
44720,Kontakt,sport,t-shirt,0.936666667,56,65,140,25,26,238.4
44721,Zen,mta3 kolyoum,kabbout,1.04,18.4,53,93,17,19,45.8
44722,Armani,confy,sabbat,1.01,41.6,58,124,22,25,162.2
44723,Armani,sport,kabbout,1.021666667,26.4,59,104,19,21,72.2
44724,Zen,mta3 kolyoum,t-shirt,1.035,24,58,100,18,21,74.2
44725,Zen,sport,t-shirt,1.051666667,24,58,101,18,21,77.6
44726,HA,formel,sabbat,0.998333333,24.8,57,103,19,21,43.5
44727,HA,posé,maryoul,1.021666667,24.8,57,103,18,21,42.1
44728,Armani,mta3 kolyoum,maryoul,1.01,24.8,59,104,18,21,68.4
44729,HA,mta3 a3res,sabbat,1.008333333,84.8,57,156,28,31,639.9
44730,HA,posé,jacket,1.045,24.8,54,103,18,21,90.7
44731,HA,posé,socks,1.021666667,24,58,102,18,21,76.4
44732,HA,mta3 kolyoum,kabbout,1.026666667,43.2,54,124,22,25,258.3
44733,Armani,classy,t-shirt,1.035,32.8,58,113,20,23,83
44734,Kontakt,mta3 kolyoum,maryoul,1.076666667,56,57,132,24,28,231.8
44735,Bey&Bey,posé,kabbout,1.06,24.8,56,101,18,21,62.5
44736,Armani,posé,serwel,0.99,174.4,61,201,36,0,1263.1
44737,Kontakt,mta3 a3res,socks,0.978333333,56.8,62,139,25,27,320.5
44738,HA,mta3 a3res,sabbat,1.023333333,28,54,107,19,22,70.6
44739,HA,mta3 kolyoum,maryoul,1.021666667,66.4,56,143,26,29,399
44740,HA,mta3 kolyoum,sabbat,1.036666667,48,53,128,23,27,238.5
44741,Zen,formel,jacket,1.013333333,32,58,112,20,23,84.9
44742,Zen,classy,sabbat,1.055,74.4,61,146,26,31,320.8
44743,Zen,mta3 a3res,jacket,1.025,34.4,56,115,21,24,135.8
44744,Armani,posé,maryoul,1.04,120,58,174,31,36,969.7
44745,Zen,sport,kabbout,1.048333333,84.8,56,155,28,33,769.5
44746,Armani,mta3 a3res,sabbat,0.975,41.6,60,125,22,24,165.1
44747,Armani,sport,kabbout,1.026666667,32.8,58,112,20,23,100.7
44748,Armani,classy,maryoul,0.993333333,200.8,60,209,38,42,1745.2
44749,HA,mta3 a3res,maryoul,1.015,120,56,176,31,36,877
44750,HA,confy,sabbat,1.025,40,57,122,22,25,174.6
44751,HA,mta3 a3res,sabbat,1.026666667,26.4,56,105,19,21,85.4
44752,Zen,formel,sabbat,1.045,24,56,101,18,21,40.7
44753,HA,formel,t-shirt,1.025,30.4,56,110,20,23,87.4
44754,HA,sport,jacket,1.043333333,109.6,55,167,30,35,1234.2
44755,HA,mta3 a3res,jacket,0.966666667,24,60,103,18,21,80.2
44756,Zen,formel,maryoul,1.03,135.2,60,179,32,37,1049.7
44757,Armani,confy,sabbat,1.05,56,61,133,23,28,241.5
44758,HA,confy,sabbat,1.028333333,41.6,56,121,22,25,170.8
44759,HA,posé,sabbat,1.035,48,55,128,23,27,144.2
44760,HA,posé,maryoul,1.041666667,56,56,133,24,28,229.4
44761,Kontakt,mta3 a3res,serwel,1.085,80,55,148,26,32,326.5
44762,Armani,formel,t-shirt,1.025,106.4,58,166,30,34,696.3
44763,HA,sport,socks,1.008333333,25.6,57,105,19,21,102
44764,Armani,mta3 a3res,maryoul,1.02,55.2,58,136,24,28,194.6
44765,HA,mta3 kolyoum,sabbat,1.02,44.8,56,125,23,26,196.3
44766,Zen,mta3 a3res,jacket,1.036666667,19.2,57,94,17,19,60.8
44767,Zen,posé,sabbat,1.051666667,32,62,112,20,23,89.5
44768,HA,mta3 a3res,kabbout,1.036666667,34.4,55,115,20,24,125
44769,Zen,sport,maryoul,1.001666667,162.4,60,192,35,39,1863
44770,Zen,classy,maryoul,1.048333333,136.8,58,179,33,38,869
44771,Zen,confy,jacket,1.051666667,80.8,57,151,27,32,1089.1
44772,Armani,sport,socks,1.01,28,60,107,19,22,104.4
44773,Zen,mta3 a3res,maryoul,1.046666667,56.8,59,133,24,28,242.7
44774,HA,confy,sabbat,1.021666667,33.6,56,114,20,23,95.8
44775,Armani,mta3 a3res,serwel,1.006666667,45.6,58,128,23,26,124.7
44776,Kontakt,confy,maryoul,1.095,160,60,182,33,40,1533
44777,HA,classy,maryoul,1.03,86.4,56.2,155,28,32,444.3
44778,HA,sport,jacket,1.031666667,56,58,134,24,28,335.4
44779,Zen,classy,sabbat,1.058333333,76,56,148,27,31,331.4
44780,HA,confy,maryoul,1.046666667,56.8,53,134,24,28,261.2
44781,HA,posé,maryoul,1.03,81.6,57,152,27,31,626.4
44782,Zen,mta3 a3res,socks,1.031666667,80.8,59,151,27,31,1047.6
44783,Armani,sport,serwel,1.015,121.6,57,178,32,36,829.9
44784,HA,confy,sabbat,1.038333333,25.6,57,104,19,22,90
44785,Armani,sport,t-shirt,1.018333333,43.2,60,125,22,25,176
44786,Bey&Bey,classy,serwel,1.045,80,58,149,27,31,323.4
44787,Armani,mta3 a3res,maryoul,1.026666667,80,60,149,27,31,519.7
44788,Bey&Bey,sport,serwel,1.061666667,99.2,60,160,29,34,486.1
44789,Zen,mta3 a3res,maryoul,1.066666667,56.8,58,132,24,28,234.5
44790,HA,sport,kabbout,1.018333333,80.8,57,154,28,31,802.9
44791,Zen,confy,sabbat,1.041666667,56,57,133,24,28,259.3
44792,Armani,mta3 a3res,serwel,1.005,72,55,150,27,30,370.4
44793,HA,formel,socks,1.036666667,121.6,57,174,31,36,1060.9
44794,HA,sport,socks,1.036666667,25.6,54,104,19,22,91.8
44795,Zen,confy,serwel,0.998333333,34.4,57,115,21,23,67.1
44796,Bey&Bey,posé,maryoul,1.066666667,92.8,58,155,28,33,557.6
44797,Armani,mta3 kolyoum,maryoul,0.971666667,43.2,61,127,23,25,177
44798,Armani,sport,serwel,1.015,168,57.4,193,35,40,1611.2
44799,Zen,classy,sabbat,1.055,72,56,145,26,31,268.6
44800,HA,formel,socks,1.043333333,32.8,57,113,20,23,107.6
44801,Bey&Bey,mta3 a3res,sabbat,1.056666667,24.8,56,102,18,21,62.5
44802,HA,mta3 a3res,sabbat,1.045,32.8,56,112,20,23,86.3
44803,Zen,posé,kabbout,1.05,27.2,55,105,19,22,68.6
44804,HA,sport,t-shirt,1.031666667,128.8,55,179,32,37,1434.1
44805,Zen,formel,maryoul,1.023333333,120,62,172,31,35,772.2
44806,Bey&Bey,mta3 a3res,kabbout,1.075,40,62.3,116,21,25,167.8
44807,HA,sport,t-shirt,1.035,26.4,54,105,19,22,66.6
44808,HA,sport,kabbout,1.016666667,91.2,56,160,29,33,901.3
44809,HA,mta3 kolyoum,jacket,1.026666667,45.6,56,126,23,26,312.6
44810,HA,sport,kabbout,1.036666667,58.4,55,136,24,28,318.3
44811,Armani,posé,maryoul,1.033333333,81.6,60,151,27,31,488.4
44812,Zen,mta3 a3res,serwel,1.025,62.4,59,139,25,29,230.7
44813,Zen,sport,jacket,1.006666667,24.8,59,103,19,21,81.6
44814,Zen,confy,maryoul,1.035,48.8,55,128,23,27,182.9
44815,HA,sport,kabbout,1.028333333,26.4,56,104,19,21,75.2
44816,Bey&Bey,mta3 kolyoum,maryoul,1.065,80.8,60,149,27,32,505.5
44817,Armani,sport,sabbat,1.028333333,60,58,138,25,28,276
44818,Armani,sport,sabbat,1.001666667,33.6,61,115,20,23,108.7
44819,Bey&Bey,classy,t-shirt,1.068333333,120,55,171,30,36,846.7
44820,HA,sport,sabbat,1.028333333,40.8,57,121,22,25,143.8
44821,Zen,mta3 kolyoum,kabbout,1,25.6,57,105,19,21,80.9
44822,Armani,formel,kabbout,1.03,24,58,101,18,21,52.6
44823,Bey&Bey,mta3 a3res,maryoul,1.071666667,56.8,57,133,24,28,212.5
44824,Zen,formel,maryoul,1.04,25.6,58,104,19,22,38.8
44825,Zen,formel,maryoul,1.03,85.6,60,154,28,32,430.7
44826,Armani,mta3 kolyoum,serwel,0.971666667,72.8,60,151,27,29,351.1
44827,Zen,mta3 a3res,t-shirt,1.035,72,58,146,26,30,489.8
44828,Bey&Bey,confy,maryoul,1.068333333,120,58,171,30,36,1179.5
44829,Armani,sport,t-shirt,1.031666667,24,59,102,18,21,77.6
44830,HA,sport,sabbat,1.038333333,80,56,152,27,31,588.7
44831,Zen,sport,jacket,1.021666667,98.4,57,163,30,34,1043.5
44832,HA,mta3 kolyoum,kabbout,1.033333333,82.4,56,153,28,32,979.8
44833,Armani,sport,sabbat,1.04,40.8,57,121,22,25,154.6
44834,HA,mta3 a3res,serwel,1.006666667,88,55,160,29,32,489.7
44835,HA,sport,t-shirt,1.045,56.8,57,135,24,28,293
44836,Zen,posé,serwel,1.055,72.8,58,145,26,30,375.6
44837,Zen,formel,sabbat,1.033333333,64,58,139,25,29,283.3
44838,Armani,posé,sabbat,0.991666667,25.6,58,106,19,21,50.5
44839,Zen,posé,serwel,1.063333333,84,58,151,27,32,411.2
44840,Armani,posé,maryoul,1.021666667,24,58,102,18,21,54
44841,HA,mta3 kolyoum,maryoul,1.026666667,28,55,107,19,22,64.4
44842,Bey&Bey,confy,serwel,1.056666667,42.4,56,122,22,26,114.1
44843,Bey&Bey,confy,kabbout,1.055,80.8,55,151,27,32,897.6
44844,HA,sport,sabbat,1.035,48,57,128,23,26,174.6
44845,Armani,sport,maryoul,1.031666667,35.2,59,114,21,24,77.2
44846,Zen,confy,kabbout,1.056666667,19.2,57,93,17,20,48.5
44847,Zen,sport,t-shirt,1.028333333,27.2,60,105,19,22,68.6
44848,Armani,sport,t-shirt,1.035,40.8,60,121,22,25,165.6
44849,Armani,sport,socks,1.023333333,24.8,59,103,19,21,92.4
44850,HA,confy,t-shirt,1.03,56,56,136,24,28,283.7
44851,HA,mta3 a3res,jacket,1.036666667,30.4,57,110,20,23,120
44852,HA,posé,kabbout,1.035,44,55,124,22,26,166.8
44853,Bey&Bey,sport,serwel,1.061666667,66.4,56,140,25,30,261.4
44854,Zen,mta3 a3res,jacket,1.046666667,25.6,60,102,18,21,83.4
44855,Armani,sport,maryoul,1.021666667,111.2,59,169,31,35,784.8
44856,HA,sport,serwel,0.998333333,42.4,57,124,22,25,113.2
44857,Armani,classy,socks,1.008333333,56,59,136,24,27,226.4
44858,Armani,sport,hoodie,1.021666667,72,59,147,26,30,177.7
44859,Armani,mta3 a3res,sabbat,0.99,28.8,56,111,20,22,90.5
